SKU,Name,Units,UOM,Price,Mfg,Notes
VLV-1631,Solenoid Valve 6in,38,PCS,593.34,Emerson,
PMP-1877,diaphragm pump 1.5in 7.5hp,2,ea.,7401.05,KSB,
HSE-1776,Quick Disconnect Coupling 3/8in,19,pcs.,679.21,Eaton,backorder ok
BRG-1055,Needle Roller Bearing 7208,170,EA,91.57,Timken,
NUT-1297,T-Nut 5/8in,1138,pc,0.86,Grainger,approved by mgr
LUB-1969,Compressor Oil 400g,49,EA,387.12,Castrol,backorder ok
GSK-1675,Metal Jacketed Gasket 2in 150#,75,EA,27.26,Garlock,urgent
WLD-2105,Welding Rod E6010 1.0mm x 15kg,71,pcs.,48.32,Hobart,
BRG-1032,Spherical Roller Bearing 6310,302,EA,11.92,NSK,quarterly order
NUT-1227,Flange Nut 5/8in,3779,Pc,0.51,Fastenal,new requirement
NUT-1227,Flange Nut 5/8in,3779,Pc,0.51,Fastenal,new requirement
ELB-1474,Elbow 45deg 1in,78,pcs.,51.17,Georg Fischer,backorder ok
SLV-1919,Shaft Coupling 75mm,19,pcs.,234.35,Dodge,urgent
WSH-1333,Belleville Washer M12,2024,EA,1.27,Grainger,
ELB-1465,elbow 90deg 3/4in,32,pcs,19.88,Anvil International,check inventory first
VLV-1596,Needle Valve 2in,10,ea.,267.52,Velan,new requirement
VLV-1596,Needle Valve 2in,10,ea.,267.52,Velan,new requirement
ELC-2040,Circuit Breaker 32A,21,ea.,278.32,Schneider Electric,urgent
HSE-1770,Quick Disconnect Coupling 1/4in x 1m,7,ea.,386.42,Parker,need by Friday
PMP-1878,diaphragm pump 2in 10hp,1,pcs.,3760.01,Ebara,urgent
VLV-1618,  Relief Valve 1in ,45,pcs.,624.76,Cameron,need by Friday
BLT-1115,SOCKET HEAD CAP SCREW M16X80,3100,pcs,0.28,Grainger,quarterly order
NUT-1238,  Coupling Nut 3/4in ,4939,pcs,1.87,Fastenal,urgent
NUT-1281,  Acorn Nut M8 ,8914,EA,2.42,McMaster-Carr,new requirement
HSE-1732,Hydraulic Hose 1/2in x 3m,15,pc,390.27,Eaton,backorder ok
ORG-1998,O-Ring Viton 15mm ID,185,ea,8.06,Freudenberg,need by Friday
HSE-1751,hydraulic cylinder 1/4in,5,ea.,577.31,Hydac,
PIP-1427,Galvanized Pipe 1.5in x 6m,49,PCS,325.15,Tata Steel,backorder ok
ELC-2058,OVERLOAD RELAY 63A,2,pc,132.59,ABB,check inventory first
PRS-1698,Flow Meter 0-150C,3,pc,30.91,Honeywell,
BLT-1169,Stud Bolt 3/4x4in,4342,ea.,5.41,McMaster-Carr,standard
BLT-1122,Carriage Bolt M10x40,695,pcs,5.36,McMaster-Carr,
PIP-1410,SS Pipe SCH10 1in x 6m,6,pc,287.13,ArcelorMittal,
BLT-1109,HEX BOLT 3/4X4IN,4220,pcs,3.65,Grainger,new requirement
VLV-1591,Butterfly Valve 6in,32,Pc,124.37,Crane,urgent
WSH-1378,Sealing Washer 3/4in,5690,ea.,1.97,Nord-Lock,urgent
GSK-1638,Spiral Wound Gasket 2in 300#,69,pcs,47.13,Flexitallic,replacement
BLT-1104,Hex Bolt M12x60,693,EA,5.59,Grainger,
BRG-1056,Needle Roller Bearing 22210,253,EA,107.12,Timken,urgent
ELC-2077,CABLE GLAND 10A,8,pc,264.07,Siemens,
WLD-2129,Flux Core Wire E71T-1 1.0mm x 15kg,34,pc,94.30,Bohler,urgent
PIP-1430,Galvanized Pipe 4in x 6m,187,Pc,63.18,ArcelorMittal,backorder ok
WSH-1394,copper washer m16,9126,PCS,0.41,Nord-Lock,
PIP-1463,CHROME MOLY PIPE 6IN X 6M,140,ea.,35.43,US Steel,standard
BLT-1102,Hex Bolt M10x40,1835,PCS,2.19,Grainger,standard
BLT-1142,Eye Bolt M10x40,2355,PCS,2.56,Nord-Lock,new requirement
GSK-1659,Rubber Gasket 2in 300#,102,pc,11.46,Teadit,see attached spec
BLT-1199,Lag Bolt 3/4x4in,2076,PCS,6.99,Fastenal,
SLV-1931,Shaft Key 30mm,17,ea.,180.01,John Crane,standard
FLG-1519,Slip-On Flange 6in 300#,91,ea.,120.38,Coastal Flange,
BRG-1012,tapered roller bearing 6310,6,pcs,20.53,Koyo,
ORG-2002,O-Ring Viton 40mm ID,305,ea,39.55,Trelleborg,backorder ok
BRG-1013,Tapered Roller Bearing 30206,88,pcs,85.00,INA,
BLT-1176,  Anchor Bolt M20x100 ,4634,pc,6.82,Wurth,check inventory first
HSE-1772,Quick Disconnect Coupling 1/2in x 3m,44,Pc,199.55,Danfoss,urgent
WLD-2107,Welding Rod E7018 2.5mm x 5kg,86,ea.,72.03,ESAB,new requirement
FLG-1504,WELD NECK FLANGE 1IN 150#,89,ea.,186.04,Boltex,approved by mgr
PIP-1432,PVC Pipe SCH40 1/2in x 6m,186,Pc,72.96,Nippon Steel,quarterly order
MTR-1861,EXPLOSION PROOF MOTOR 1HP,9,pc,2024.36,Siemens,standard
BRG-1015,Tapered Roller Bearing 7208,31,Pc,99.92,Koyo,quarterly order
PRS-1704,Level Transmitter 0-500psi,15,ea,322.19,Honeywell,
GSK-1663,Graphite Gasket 4in 150#,166,Pc,7.65,Garlock,standard
BLT-1108,Hex Bolt 5/8x3in,2807,pcs.,2.52,McMaster-Carr,need by Friday
ELC-2064,Control Transformer 32A,33,pcs.,266.81,Eaton,backorder ok
BLT-1181,Structural Bolt M8x30,2598,pcs.,4.94,Fastenal,
PMP-1879,Diaphragm Pump 2in 15HP,3,pc,763.29,Grundfos,backorder ok
FLG-1520,blind flange 1in 150#,35,pc,131.40,Boltex,need by Friday
BLT-1127,CARRIAGE BOLT 1/2X2IN,2741,EA,0.87,McMaster-Carr,
ORG-2018,Oil Seal 40mm ID,291,pc,30.98,James Walker,backorder ok
HSE-1733,Hydraulic Hose 3/4in x 3m,12,Pc,300.06,Bosch Rexroth,urgent
FLG-1528,Socket Weld Flange 1in 150#,98,PCS,194.37,Coastal Flange,standard
ELB-1464,Elbow 90deg 1/2in,102,ea.,61.65,Victaulic,urgent
FLG-1515,  Slip-On Flange 4in 150# ,26,PCS,203.79,Texas Flange,backorder ok
FLG-1515,  Slip-On Flange 4in 150# ,26,PCS,203.79,Texas Flange,backorder ok
ELC-2056,Overload Relay 32A,47,ea,84.38,Allen-Bradley,urgent
PRS-1707,Level Transmitter 2in line,25,ea,394.78,Yokogawa,need by Friday
PRS-1703,Level Transmitter 0-200psi,17,Pc,204.05,WIKA,
SLV-1918,Shaft Coupling 60mm,16,PCS,121.34,Timken,replacement
WLD-2128,Flux Core Wire E71T-1 0.8mm x 15kg,77,EA,62.00,Miller,need by Friday
FLT-1799,Fuel Filter 50 Micron,88,pcs,168.20,Hydac,new requirement
VLV-1560,Gate Valve 1/2in,50,EA,55.56,Velan,check inventory first
ORG-2011,O-Ring Silicone 50mm ID,28,pc,16.55,Parker,need by Friday
WLD-2113,MIG Wire ER70S-6 2.5mm x 5kg,67,Pc,107.12,Hobart,
GSK-1680,Metal Jacketed Gasket 2in 300#,31,PCS,5.81,Lamons,standard
ELB-1470,Elbow 90deg 4in,33,Pc,56.10,Smith-Cooper,quarterly order
ORG-2001,O-Ring Viton 30mm ID,213,EA,15.79,Trelleborg,replacement
ORG-2001,O-Ring Viton 30mm ID,213,EA,15.79,Trelleborg,replacement
SLV-1935,Shaft Key 75mm,40,ea.,132.84,Dodge,
WSH-1340,fender washer m6,1145,EA,0.34,Nord-Lock,quarterly order
FLG-1534,Socket Weld Flange 4in 300#,8,pc,115.46,Bonney Forge,
ELB-1487,Long Radius Elbow 90deg 6in,34,ea,8.11,Victaulic,approved by mgr
PRS-1729,RTD Sensor PT100 4in line,9,pc,351.70,Honeywell,urgent
GSK-1636,Spiral Wound Gasket 6in 150#,14,EA,30.03,Klinger,
ELC-2044,circuit breaker 160a,15,pc,245.83,Allen-Bradley,backorder ok
VLV-1616,Relief Valve 1/2in,24,pcs.,386.08,Flowserve,see attached spec
WSH-1326,SPRING WASHER 1/2IN,9671,ea.,0.03,Nord-Lock,see attached spec
FLT-1790,hydraulic filter element 5 micron,72,pcs,78.42,Donaldson,need by Friday
WLD-2108,WELDING ROD E7018 3.2MM X 5KG,9,Pc,90.48,Miller,
WLD-2130,Flux Core Wire E71T-1 1.2mm x 15kg,9,pcs,62.99,Bohler,standard
HSE-1741,Hydraulic Fitting 3/4in x 3m,50,pcs,582.62,Bosch Rexroth,approved by mgr
WLD-2118,MIG Wire ER70S-6 1.2mm x 15kg,67,pcs.,42.56,Miller,
HSE-1748,Hydraulic Cylinder 1/2in x 3m,29,ea,663.26,Hydac,approved by mgr
NUT-1235,Coupling Nut M20,3519,pcs,1.99,Wurth,standard
NUT-1213,Lock Nut Nylon Insert M12,9925,Pc,0.66,Fastenal,
ELB-1466,Elbow 90deg 1in,107,EA,15.97,Anvil International,
MTR-1827,Electric Motor 3Phase 15HP,10,pc,723.54,Siemens,replacement
BLT-1165,Stud Bolt M16x80,4560,pcs,2.12,Wurth,backorder ok
BLT-1123,Carriage Bolt M10x50,193,Pc,2.69,Nord-Lock,standard
NUT-1268,Cage Nut 3/4in,8495,Pc,2.90,Brighton-Best,
FLT-1810,Bag Filter 25 Micron,12,ea,176.83,Donaldson,
ELC-2076,Terminal Block 160A,35,PCS,222.83,ABB,urgent
SLV-1920,SHAFT COUPLING 80MM,7,pcs.,274.84,Rexnord,
VLV-1606,PLUG VALVE 4IN,40,ea.,823.86,Flowserve,urgent
VLV-1606,PLUG VALVE 4IN,40,ea.,823.86,Flowserve,urgent
WSH-1360,Tab Washer M6,8429,pcs,1.97,Fastenal,
VLV-1602,Plug Valve 1in,8,Pc,74.03,Velan,quarterly order
PIP-1450,Copper Tube Type L 1in x 6m,50,PCS,297.42,ArcelorMittal,check inventory first
ELC-2063,Control Transformer 25A,46,EA,21.30,Eaton,urgent
PIP-1402,Steel Pipe SCH40 1in x 6m,38,EA,33.93,POSCO,approved by mgr
WSH-1360,Tab Washer M6,3657,pc,1.97,Fastenal,
WSH-1379,SEALING WASHER 1IN,5094,Pc,1.15,Nord-Lock,standard
LUB-1969,compressor oil 400g,50,pcs,127.59,Castrol,need by Friday
LUB-1969,compressor oil 400g,50,pcs,127.59,Castrol,need by Friday
PMP-1884,Gear Pump 2in 10HP,4,pc,7376.93,Grundfos,
PIP-1431,Galvanized Pipe 6in x 6m,152,pcs.,207.81,Nippon Steel,backorder ok
GSK-1636,Spiral Wound Gasket 6in 150#,194,pc,28.73,Klinger,
ELB-1470,Elbow 90deg 4in,87,EA,18.66,Smith-Cooper,
ELB-1477,elbow 45deg 3in,90,pc,31.52,Victaulic,standard
VLV-1572,GLOBE VALVE 2IN,4,ea,291.36,Cameron,new requirement
ORG-2009,O-Ring Silicone 30mm ID,196,PCS,6.57,James Walker,urgent
HSE-1748,Hydraulic Cylinder 1/2in x 3m,43,pcs.,106.30,Hydac,
MTR-1855,Stepper Motor 7.5HP,6,pcs.,1039.38,Siemens,
NUT-1231,Coupling Nut M8,3432,PCS,1.68,Wurth,quarterly order
PIP-1435,PVC Pipe SCH40 1.5in x 6m,30,EA,296.03,POSCO,
VLV-1568,Globe Valve 1/2in,49,pcs,438.96,Cameron,standard
VLV-1566,Gate Valve 4in,50,pc,378.56,Cameron,
VLV-1566,Gate Valve 4in,50,pc,378.56,Cameron,
WSH-1399,COPPER WASHER 1IN,700,pcs.,0.22,McMaster-Carr,
PRS-1694,Temperature Gauge 4in line,23,Pc,335.03,Emerson Rosemount,
WLD-2113,MIG Wire ER70S-6 2.5mm x 5kg,30,pcs.,101.27,Hobart,
FLG-1517,Slip-On Flange 2in 300#,94,pc,134.94,Coastal Flange,
FLG-1515,Slip-On Flange 4in 150#,67,pcs,30.16,Texas Flange,replacement
WLD-2124,TIG Rod ER308L 1.2mm x 15kg,45,pcs,17.38,ESAB,
NUT-1221,Flange Nut M8,2621,pcs.,2.67,McMaster-Carr,
FLG-1508,weld neck flange 6in 150#,6,pc,53.48,Coastal Flange,backorder ok
GSK-1680,Metal Jacketed Gasket 2in 300#,64,EA,11.05,Lamons,approved by mgr
BRG-1035,Spherical Roller Bearing 7208,280,Pc,57.88,SKF,urgent
NUT-1227,flange nut 5/8in,2020,ea,2.32,Fastenal,new requirement
NUT-1263,cage nut m12,5068,EA,1.78,Grainger,
WSH-1351,WAVE WASHER M8,3213,PCS,0.14,Fastenal,new requirement
GSK-1673,Kammprofile Gasket 2in 300#,26,PCS,8.94,Flexitallic,
HSE-1735,HYDRAULIC HOSE 1/4IN,35,pcs,192.48,Parker,
HSE-1761,Hydraulic Pump 1/2in,48,EA,102.83,Hydac,need by Friday
NUT-1239,Coupling Nut 1in,7201,EA,0.47,Brighton-Best,check inventory first
NUT-1239,Coupling Nut 1in,7201,EA,0.47,Brighton-Best,check inventory first
PIP-1441,CPVC Pipe 3/4in x 6m,181,pc,256.96,Tenaris,quarterly order
VLV-1568,Globe Valve 1/2in,19,pc,836.92,Cameron,standard
FLT-1816,Strainer Basket 25 Micron,59,pc,122.92,Parker,
GSK-1635,Spiral Wound Gasket 4in 150#,195,pcs,44.47,Garlock,backorder ok
NUT-1220,Flange Nut M6,6458,ea,0.49,Grainger,urgent
WSH-1382,Fiber Washer M10,6334,PCS,1.13,Grainger,replacement
WSH-1395,Copper Washer M20,873,EA,1.30,Nord-Lock,
WSH-1386,Fiber Washer 1/2in,8431,PCS,1.27,Nord-Lock,replacement
PRS-1703,Level Transmitter 0-200psi,26,Pc,359.72,WIKA,approved by mgr
NUT-1205,Hex Nut M20,6590,pc,1.10,Wurth,backorder ok
GSK-1634,Spiral Wound Gasket 3in 150#,40,pc,41.86,Lamons,
HSE-1754,Hydraulic Pump 1/4in x 1m,14,EA,524.30,Hydac,
ELC-2100,push button switch 160a,22,Pc,241.26,Schneider Electric,
BLT-1130,Flange Bolt M6x20,3779,pcs.,3.89,Nord-Lock,quarterly order
ELC-2070,Terminal Block 16A,15,EA,71.90,Eaton,
FLG-1540,Threaded Flange 6in 150#,53,EA,277.49,Bonney Forge,new requirement
WSH-1392,Copper Washer M10,3896,pcs.,0.45,Grainger,replacement
BRG-1010,tapered roller bearing 6205,442,PCS,9.07,Timken,new requirement
NUT-1288,Acorn Nut 3/4in,7263,PCS,1.74,McMaster-Carr,replacement
NUT-1288,Acorn Nut 3/4in,7263,PCS,1.74,McMaster-Carr,replacement
ORG-1999,O-Ring Viton 20mm ID,13,EA,24.74,Trelleborg,new requirement
FLT-1789,AIR FILTER ELEMENT 1 MICRON,100,EA,104.89,Parker,backorder ok
VLV-1567,Gate Valve 6in,34,ea,618.26,Emerson,
SLV-1922,Shaft Collar 25mm,37,ea,166.83,Rexnord,
BLT-1178,anchor bolt 5/8x3in,2582,PCS,4.34,McMaster-Carr,
BLT-1178,anchor bolt 5/8x3in,2582,PCS,4.34,McMaster-Carr,
BRG-1044,Thrust Ball Bearing 30208,403,ea,78.47,Koyo,quarterly order
GSK-1672,Kammprofile Gasket 8in 150#,92,pcs,33.29,Garlock,replacement
PRS-1683,Pressure Gauge 0-500psi,10,pcs.,193.94,Endress+Hauser,
ORG-2001,O-Ring Viton 30mm ID,145,pc,8.53,Trelleborg,quarterly order
HSE-1738,Hydraulic Fitting 1/4in x 1m,14,pcs,385.04,Bosch Rexroth,quarterly order
FLG-1536,Threaded Flange 1in 150#,46,pc,129.71,Texas Flange,check inventory first
ELB-1500,Reducing Elbow 2in,55,Pc,65.14,Smith-Cooper,approved by mgr
PIP-1423,  Carbon Steel Pipe SCH80 6in x 6m ,131,EA,49.93,Tata Steel,
PIP-1423,  Carbon Steel Pipe SCH80 6in x 6m ,131,EA,49.93,Tata Steel,
PIP-1417,Carbon Steel Pipe SCH80 3/4in x 6m,73,Pc,139.99,Nippon Steel,need by Friday
ELC-2099,Push Button Switch 100A,20,pcs.,316.23,Eaton,backorder ok
ELC-2038,Circuit Breaker 16A,49,ea.,160.96,Allen-Bradley,standard
VLV-1565,Gate Valve 3in,9,Pc,116.84,Crane,approved by mgr
WSH-1398,Copper Washer 3/4in,5573,pcs,1.34,Fastenal,new requirement
BRG-1060,Pillow Block Bearing 6205,153,pcs.,21.10,SKF,
BLT-1177,anchor bolt 1/2x2in,1659,pcs.,6.12,McMaster-Carr,new requirement
ORG-2029,V-Ring Seal 10mm ID,177,ea,21.48,SKF,replacement
PIP-1426,GALVANIZED PIPE 1IN X 6M,63,pc,176.82,Nippon Steel,replacement
BRG-1052,Needle Roller Bearing 6310,198,EA,34.84,Timken,urgent
ELC-2098,Push Button Switch 63A,13,ea,234.24,ABB,
BLT-1124,CARRIAGE BOLT M12X60,4817,ea.,5.77,Nord-Lock,replacement
NUT-1240,Wing Nut M6,4571,pcs.,1.57,Grainger,check inventory first
WSH-1384,FIBER WASHER M16,9431,pcs,0.43,McMaster-Carr,
LUB-1979,Anti-Seize Compound 400g,9,EA,383.21,Castrol,standard
ELC-2046,Contactor 16A,35,EA,364.23,Allen-Bradley,urgent
HSE-1757,Hydraulic Pump 3/4in x 3m,34,ea.,256.94,Eaton,urgent
LUB-1983,Anti-Seize Compound 200L,47,pcs,131.78,Mobil,
VLV-1570,Globe Valve 1in,42,pcs,431.82,Neles,
FLT-1804,Water Filter Cartridge 25 Micron,8,Pc,179.54,Mahle,
WSH-1327,Spring Washer 5/8in,2395,EA,0.61,Grainger,approved by mgr
LUB-1956,Bearing Grease 5L,2,pcs,97.30,Kluber,
PMP-1873,CENTRIFUGAL PUMP 2IN 15HP,1,EA,5412.16,Flowserve,urgent
ELB-1497,Reducing Elbow 3/4in,196,EA,50.26,Victaulic,
ELB-1480,Long Radius Elbow 90deg 1/2in,82,EA,37.33,Smith-Cooper,
VLV-1611,Diaphragm Valve 1.5in,49,pc,589.15,Crane,need by Friday
BLT-1115,Socket Head Cap Screw M16x80,4989,Pc,4.75,Grainger,check inventory first
GSK-1636,Spiral Wound Gasket 6in 150#,177,ea.,23.31,Klinger,need by Friday
WSH-1328,Spring Washer 3/4in,1964,ea.,1.64,Fastenal,check inventory first
WSH-1363,Tab Washer M12,4891,PCS,1.44,Grainger,backorder ok
NUT-1258,Castle Nut 3/4in,8134,ea.,0.24,McMaster-Carr,need by Friday
BRG-1002,Deep Groove Ball Bearing 6310,25,ea.,108.86,Timken,
WSH-1312,LOCK WASHER M10,2009,ea,1.29,Fastenal,
BLT-1166,Stud Bolt M20x100,4837,pcs,3.76,McMaster-Carr,
MTR-1833,Gear Motor 3HP,4,pcs,1284.24,Siemens,see attached spec
SLV-1946,Mechanical Seal 25mm,19,ea,308.13,Rexnord,approved by mgr
ORG-2025,Lip Seal 30mm ID,462,ea,26.33,Trelleborg,standard
SLV-1933,shaft key 50mm,7,pc,230.49,Lovejoy,standard
WLD-2121,TIG Rod ER308L 4.0mm x 5kg,81,pc,90.13,ESAB,backorder ok
WLD-2121,TIG Rod ER308L 4.0mm x 5kg,81,pc,90.13,ESAB,backorder ok
BLT-1140,Eye Bolt M6x20,375,EA,3.00,Wurth,replacement
NUT-1200,Hex Nut M6,9209,ea,2.36,Brighton-Best,see attached spec
ELC-2057,Overload Relay 40A,25,pc,204.77,Schneider Electric,
GSK-1656,Rubber Gasket 4in 150#,187,PCS,34.00,Klinger,standard
ELC-2086,Junction Box 16A,16,PCS,119.59,ABB,replacement
ELC-2095,Push Button Switch 25A,21,pc,112.09,Schneider Electric,quarterly order
MTR-1835,Gear Motor 7.5HP,1,pcs,2291.20,Regal Beloit,need by Friday
ELC-2090,Junction Box 63A,46,EA,192.00,Schneider Electric,need by Friday
BLT-1176,Anchor Bolt M20x100,3093,pcs,4.65,Wurth,
ORG-2031,V-Ring Seal 20mm ID,213,ea,12.15,SKF,new requirement
LUB-1955,Bearing Grease 1kg,15,pc,67.30,Shell,
WSH-1324,spring washer m16,8457,pcs,0.19,Grainger,quarterly order
BLT-1138,Flange Bolt 5/8x3in,511,PCS,4.36,Fastenal,
PRS-1711,Pressure Transmitter 0-500psi,9,EA,303.28,Honeywell,standard
MTR-1844,Servo Motor 5HP,10,Pc,3359.09,Regal Beloit,
ELC-2074,Terminal Block 63A,39,PCS,120.07,Schneider Electric,backorder ok
ELC-2074,Terminal Block 63A,39,PCS,120.07,Schneider Electric,backorder ok
PIP-1422,Carbon Steel Pipe SCH80 4in x 6m,41,EA,348.80,US Steel,
GSK-1642,Ring Joint Gasket 4in 150#,186,ea,11.67,Klinger,backorder ok
WSH-1394,Copper Washer M16,7168,Pc,0.41,Nord-Lock,approved by mgr
WSH-1394,Copper Washer M16,7168,Pc,0.41,Nord-Lock,approved by mgr
PIP-1438,PVC Pipe SCH40 4in x 6m,145,pcs.,257.40,Tata Steel,see attached spec
NUT-1235,Coupling Nut M20,8996,EA,0.84,Wurth,approved by mgr
FLT-1798,fuel filter 25 micron,22,pc,134.15,Mahle,check inventory first
PMP-1870,Centrifugal Pump 1in 5HP,3,pcs.,3197.36,Sulzer,
BRG-1063,Pillow Block Bearing 30206,149,PCS,33.78,SKF,replacement
ELC-2070,Terminal Block 16A,48,Pc,45.58,Eaton,replacement
ELB-1487,Long Radius Elbow 90deg 6in,18,ea,20.65,Victaulic,approved by mgr
PIP-1441,CPVC PIPE 3/4IN X 6M,199,Pc,167.66,Tenaris,backorder ok
PMP-1874,Centrifugal Pump 3in 20HP,5,ea.,5535.79,Xylem,urgent
NUT-1219,Lock Nut Nylon Insert 1in,6382,PCS,2.87,Grainger,backorder ok
PRS-1716,  Thermocouple Type K 0-100psi ,9,Pc,375.42,WIKA,
NUT-1240,Wing Nut M6,4269,pcs,1.28,Grainger,
FLG-1515,Slip-On Flange 4in 150#,71,ea.,138.02,Texas Flange,urgent
VLV-1605,Plug Valve 3in,27,EA,332.02,Cameron,
BRG-1001,Deep Groove Ball Bearing 6208,342,pc,57.41,Timken,
WSH-1300,Flat Washer M6,4933,ea,1.81,Fastenal,
ORG-2022,Lip Seal 15mm ID,305,ea.,12.54,SKF,urgent
ORG-2022,Lip Seal 15mm ID,305,ea.,12.54,SKF,urgent
PRS-1688,Temperature Gauge 0-100psi,4,pcs.,385.00,Emerson Rosemount,
SLV-1921,Shaft Coupling 100mm,38,ea.,19.81,Timken,
ELC-2060,Overload Relay 160A,37,pcs.,358.37,Eaton,replacement
ELB-1466,Elbow 90deg 1in,33,PCS,32.57,Anvil International,check inventory first
FLT-1787,Air Filter Element 50 Micron,15,Pc,104.06,Parker,replacement
FLT-1779,Oil Filter Element 10 Micron,100,Pc,17.97,Mahle,
MTR-1834,gear motor 5hp,1,EA,1850.76,Siemens,urgent
BLT-1159,U-Bolt 3/4x4in,1133,Pc,4.37,McMaster-Carr,check inventory first
NUT-1270,Weld Nut M6,425,pcs,1.48,Fastenal,new requirement
ELB-1467,Elbow 90deg 1.5in,42,PCS,35.84,Smith-Cooper,backorder ok
NUT-1266,Cage Nut 1/2in,6815,pcs,1.11,McMaster-Carr,new requirement
VLV-1617,Relief Valve 3/4in,19,pcs.,551.78,Neles,
HSE-1751,Hydraulic Cylinder 1/4in,4,ea.,239.73,Hydac,replacement
PRS-1729,RTD Sensor PT100 4in line,18,EA,64.11,Honeywell,new requirement
BRG-1078,Self-Aligning Bearing 51105,321,pcs.,98.17,NTN,approved by mgr
WSH-1375,Sealing Washer M20,3628,PCS,1.10,Nord-Lock,backorder ok
PIP-1401,Steel Pipe SCH40 3/4in x 6m,19,pc,150.20,Tenaris,backorder ok
HSE-1770,Quick Disconnect Coupling 1/4in x 1m,19,pc,60.04,Parker,
ELC-2043,Circuit Breaker 100A,18,ea.,254.97,Siemens,new requirement
ELC-2046,Contactor 16A,17,pcs,151.50,Allen-Bradley,
PIP-1402,Steel Pipe SCH40 1in x 6m,183,EA,52.64,POSCO,standard
PIP-1458,Chrome Moly Pipe 1in x 6m,17,PCS,122.46,US Steel,see attached spec
VLV-1615,Diaphragm Valve 6in,47,PCS,205.18,Swagelok,standard
NUT-1222,Flange Nut M10,9015,ea,1.84,Fastenal,replacement
NUT-1237,coupling nut 5/8in,3682,pcs,0.79,McMaster-Carr,urgent
BLT-1157,U-Bolt 1/2x2in,710,EA,7.19,Hilti,
BRG-1014,Tapered Roller Bearing 30208,204,pcs.,73.51,INA,replacement
PRS-1707,Level Transmitter 2in line,26,pcs.,279.00,Yokogawa,quarterly order
PRS-1725,rtd sensor pt100 0-500psi,24,PCS,75.92,Endress+Hauser,
GSK-1635,spiral wound gasket 4in 150#,86,pcs,15.32,Garlock,new requirement
SLV-1906,Shaft Sleeve 25mm,6,pcs.,266.62,Dodge,backorder ok
ELC-2063,Control Transformer 25A,50,pcs.,99.49,Eaton,urgent
BLT-1102,hex bolt m10x40,2446,pcs,0.97,Grainger,urgent
MTR-1867,Explosion Proof Motor 15HP,10,pcs.,2181.79,Baldor,
ORG-2006,O-Ring Silicone 15mm ID,139,Pc,31.53,SKF,
PIP-1428,Galvanized Pipe 2in x 6m,75,pcs.,333.44,Nippon Steel,
GSK-1657,Rubber Gasket 6in 150#,174,pc,14.15,Garlock,
VLV-1594,Needle Valve 1in,46,pcs.,650.59,Emerson,backorder ok
VLV-1618,relief valve 1in,9,pcs,782.18,Cameron,urgent
PRS-1701,Flow Meter 4in line,18,pcs,359.64,Endress+Hauser,standard
BLT-1111,Socket Head Cap Screw M8x30,2299,EA,3.35,Grainger,new requirement
VLV-1591,Butterfly Valve 6in,37,ea.,606.60,Crane,new requirement
VLV-1591,Butterfly Valve 6in,37,ea.,606.60,Crane,new requirement
PRS-1695,flow meter 0-100psi,7,PCS,347.54,Endress+Hauser,standard
PRS-1695,flow meter 0-100psi,7,PCS,347.54,Endress+Hauser,standard
SLV-1948,Mechanical Seal 40mm,35,PCS,273.63,Timken,
ORG-2021,Lip Seal 10mm ID,416,Pc,16.60,Freudenberg,urgent
ORG-1994,O-Ring Buna-N 40mm ID,81,ea.,27.05,Freudenberg,
PRS-1721,Thermocouple Type K 2in line,6,ea.,411.87,Endress+Hauser,new requirement
PMP-1886,Gear Pump 3in 20HP,1,ea,4195.04,Flowserve,
BRG-1090,Flanged Bearing Unit 6205,378,EA,60.39,NTN,see attached spec
SLV-1911,Shaft Sleeve 75mm,17,PCS,87.97,Dodge,
BRG-1041,Thrust Ball Bearing 6208,295,pcs,50.96,Koyo,
BRG-1064,pillow block bearing 30208,44,ea,77.85,NSK,need by Friday
BLT-1175,Anchor Bolt M16x80,3745,pcs.,4.40,Grainger,check inventory first
BLT-1130,Flange Bolt M6x20,1130,pcs,1.79,Nord-Lock,check inventory first
WSH-1337,Belleville Washer 5/8in,8569,pc,1.39,McMaster-Carr,approved by mgr
WSH-1337,Belleville Washer 5/8in,8569,pc,1.39,McMaster-Carr,approved by mgr
PIP-1455,COPPER TUBE TYPE L 6IN X 6M,156,pc,199.46,Tenaris,
GSK-1645,Ring Joint Gasket 2in 300#,62,pcs.,61.69,Klinger,
PRS-1721,Thermocouple Type K 2in line,24,EA,159.53,Endress+Hauser,check inventory first
BLT-1162,Stud Bolt M10x40,1465,pcs.,0.74,McMaster-Carr,
VLV-1602,Plug Valve 1in,42,EA,342.10,Velan,need by Friday
ELC-2052,Contactor 160A,45,pcs.,43.69,Allen-Bradley,
BLT-1182,Structural Bolt M10x40,382,PCS,0.29,Grainger,
WLD-2112,Welding Rod E7018 1.2mm x 15kg,12,PCS,68.03,ESAB,approved by mgr
PRS-1690,temperature gauge 0-500psi,16,PCS,314.13,Endress+Hauser,standard
GSK-1639,Ring Joint Gasket 1in 150#,111,Pc,41.16,Garlock,
HSE-1762,Hydraulic Filter 1/4in x 1m,25,pcs.,415.09,Danfoss,quarterly order
GSK-1672,Kammprofile Gasket 8in 150#,136,PCS,50.75,Garlock,standard
BLT-1168,Stud Bolt 5/8x3in,911,PCS,7.77,Grainger,backorder ok
